Cód. Perfil;Sigla;Nome Empresarial;CNPJ;jan/23;fev/23;mar/23;abr/23;mai/23;jun/23
16369;JBS AVES EI;JBS AVES LTDA.;08.199.996/0001-18;144,128;126,786;128,764;109,946;121,934;117,978
16401;SDB ALIMENTOS S;SDB COMERCIO DE ALIMENTOS LTDA;09.477.652/0001-96;1.549,351;1.621,076;1.771,998;1.386,076;1.305,047;1.254,560
16502;BPBUNGE TRP CL;TROPICAL BIOENERGIA S.A.;08.195.806/0001-94;522,136;554,887;702,024;82,752;51,577;65,890
16609;SGB WEBER CUIABA;SAINT-GOBAIN DO BRASIL PRODUTOS INDUSTRIAIS E PARA CONSTRUCAO LTDA;61.064.838/0001-33;99,186;81,070;114,984;89,102;105,372;105,076
16612;RIBEIRAO SHOPP CL;CONDOMINIO DO SHOPPING CENTER RIBEIRAO PRETO;52.392.164/0001-05;2.378,913;2.231,161;2.411,607;2.153,805;2.049,901;1.873,576
16726;FEEVALE;ASSOCIACAO PRO ENSINO SUPERIOR EM NOVO HAMBURGO;91.693.531/0001-62;664,318;590,547;827,655;539,982;495,945;458,810
16929;LOGPRINT;LOG & PRINT GRAFICA, DADOS VARIAVEIS E LOGISTICA S.A.;66.079.609/0001-06;1.079,312;863,810;1.091,224;1.027,763;1.134,380;1.037,139
17155;SAVEGNAGO;SAVEGNAGO-SUPERMERCADOS LTDA;71.322.150/0001-60;7.520,716;7.163,912;7.929,039;6.876,556;6.424,636;5.744,716
17175;SEARA MATRIZ CL2 SE;SEARA ALIMENTOS LTDA;02.914.460/0112-76;1.941,594;1.825,360;2.069,566;1.801,568;1.855,426;1.750,797
17346;FERREIRA COSTA;FERREIRA COSTA & CIA LTDA;10.230.480/0001-30;74,606;60,058;75,608;68,357;74,498;66,954
17534;OWENS ILLINOIS;OWENS-ILLINOIS DO BRASIL INDUSTRIA E COMERCIO LTDA;08.910.541/0001-69;20.050,589;20.495,015;22.948,503;22.377,350;23.220,616;22.528,949
17594;MARISA MT;MARISA LOJAS S.A.;61.189.288/0001-89;85,738;81,209;82,462;61,863;75,317;57,119
17630;MORLAN CL;MORLAN S/A;53.309.795/0001-80;4.416,709;4.113,238;4.588,165;3.907,257;4.842,297;4.708,333
17754;CEDROMATRIZ;CIA DE FIACAO E TECIDOS CEDRO E CACHOEIRA;17.245.234/0001-00;3.417,679;3.145,677;3.655,562;3.345,309;3.418,711;3.208,135
17760;BIO BARRA CL;BIOENERGIA BARRA LTDA.;18.788.137/0001-18;475,536;348,135;426,168;550,624;40,274;264,494
18096;GV DO BRASIL;GV DO BRASIL INDUSTRIA E COMERCIO DE ACO LTDA;12.884.632/0001-44;18.204,380;25.678,529;23.174,934;23.707,166;27.740,153;27.088,318
18141;PORTOBELLO;PBG S/A;83.475.913/0001-91;9.568,577;9.168,786;10.345,110;9.907,350;10.562,530;10.096,078
18594;UTE IACO CL;IACO AGRICOLA S/A;07.895.728/0001-78;396,116;393,168;553,671;107,855;1,995;2,961
18614;CODEVASF NE;COMPANHIA DE DESENVOLVIMENTO DOS VALES DO SAO FRANCISCO E DO PARNAIBA;00.399.857/0001-26;19.592,620;9.411,804;15.788,350;18.650,004;18.585,097;17.367,859
18695;TV GLOBO CL;GLOBO COMUNICACAO E PARTICIPACOES S/A;27.865.757/0001-02;3.424,126;3.411,038;3.776,313;3.177,624;2.985,381;2.692,956
18774;ECOGEN RIO CL;ECOGEN RIO SOLUCOES ENERGETICAS S.A.;73.688.855/0001-20;811,986;1.227,488;1.893,468;478,890;345,303;451,220
18794;PORTO SUDESTE;PORTO SUDESTE DO BRASIL SA;08.310.839/0001-38;4.081,461;4.952,444;4.727,649;5.772,863;6.151,235;5.212,881
18795;ACNP;ASSOCIACAO DO CONDOMINIO DO NORTH SHOPPING JOQUEI;17.801.130/0001-26;787,665;699,926;823,538;779,747;835,735;802,371
18940;CIANE SHOP;SHOPPING PATIO CIANE EMPREENDIMENTOS IMOBILIARIOS S.A.;11.024.112/0001-07;637,390;591,616;653,841;593,082;564,909;505,595
18975;UTE ANGELICA CL;ADECOAGRO VALE DO IVINHEMA S.A.;07.903.169/0001-09;509,005;1.162,877;270,617;300,248;46,934;69,896
19217;GALICIA;GALICIA DESENVOLVIMENTO IMOBILIARIO LTDA.;08.081.619/0001-80;3.531,578;3.014,832;3.086,613;3.457,743;3.635,818;3.087,505
19235;BIO UNIVALEM CL;BIOENERGIA UNIVALEM LTDA;18.753.150/0001-31;438,689;410,751;580,422;983,364;21,060;298,402
19396;PARDO TERMOELETRICA CL;ALBIOMA RIO PARDO TERMOELETRICA LTDA;18.811.751/0001-53;148,040;132,634;196,186;358,958;82,919;110,185
19454;CIMENTO APODI MATRIZ;COMPANHIA INDUSTRIAL DE CIMENTO APODI;10.260.249/0001-90;8.604,289;7.683,305;6.256,367;7.598,734;9.239,705;10.027,801
19995;SILGAN EI;SILGAN DISPENSING SYSTEMS BRAZIL INDUSTRIA DE EMBALAGENS LTDA.;01.795.995/0004-30;215,770;207,041;239,955;206,017;219,089;210,115
20014;CIA CIMENTO PARAIBA;COMPANHIA DE CIMENTO DA PARAIBA - CCP;12.616.864/0002-00;13.353,663;11.272,999;8.676,149;12.144,354;13.680,974;13.029,868
20094;CMPC CL2;CMPC CELULOSE RIOGRANDENSE LTDA;11.234.954/0001-85;5,885;21.127,636;41.465,001;37.053,373;12.734,107;5.884,208
20194;ELIZABETH CIMENTOS;ELIZABETH CIMENTOS S/A;12.186.380/0001-80;6.557,460;8.023,649;9.555,787;7.816,716;9.257,443;8.740,491
20288;COND SERRAMAR;CONDOMINIO DO SERRAMAR PARQUE SHOPPING;16.807.903/0001-19;161,516;150,292;174,126;135,647;127,885;105,599
20315;IRMAOS HORT CL;INDUSTRIAL IRMAOS HORT LIMITADA;03.634.530/0001-80;2.165,355;2.117,497;2.353,046;2.024,095;2.269,059;2.170,112
20374;TRAMONTINA ELETRIK CL;TRAMONTINA ELETRIK S.A.;88.674.080/0001-01;1.891,674;1.830,670;1.947,443;1.703,172;2.023,237;2.028,212
20394;CAMIL MATRIZ CL;CAMIL ALIMENTOS S.A.;64.904.295/0001-03;1.848,290;1.243,817;2.086,012;1.959,110;1.997,100;1.872,365
20554;LIQ CORP;CONTAX S.A. - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL;67.313.221/0001-90;131,140;118,669;102,949;209,207;210,277;197,777
20657;LIQ CORP NE;CONTAX S.A. - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL;67.313.221/0001-90;268,449;244,103;244,257;185,757;152,697;59,706
20734;LIQ CORP NE CL;CONTAX S.A. - EM RECUPERACAO JUDICIAL EM RECUPERACAO JUDICIAL;67.313.221/0001-90;1.017,968;887,408;970,129;904,073;892,925;847,418
20895;LYCRA;THE LYCRA COMPANY INDUSTRIA E COMERCIO TEXTIL LTDA;00.021.096/0004-17;5.228,161;4.522,258;5.065,044;5.005,918;4.934,623;4.848,857
20896;PLASTIPAK PAULINIA NE;PLASTIPAK PACKAGING DO BRASIL LTDA;01.115.825/0001-14;16,000;15,594;17,403;16,732;17,166;16,173
20954;SEARA MATRIZ CL4;SEARA ALIMENTOS LTDA;02.914.460/0112-76;11.493,491;10.413,624;11.785,970;10.025,058;10.349,483;9.939,539
20956;JBS FRIBOI CL5;JBS S/A;02.916.265/0001-60;2.079,071;1.675,404;1.943,576;1.932,111;1.746,543;1.757,858
21234;IMPACTA CL;IMPACTA S A INDUSTRIA E COMERCIO;61.194.494/0001-87;2.985,626;3.018,123;3.336,351;3.080,032;3.336,796;3.183,131
21294;MAN LTDA;VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS LTDA;06.020.318/0001-10;3.380,259;3.469,846;3.820,497;3.248,458;3.367,695;2.899,855
21402;CARREFOUR S2;CARREFOUR COMERCIO E INDUSTRIA LTDA;45.543.915/0001-81;700,539;641,504;703,215;559,212;538,665;506,279
21569;GE TAUBATE;GE ENERGIAS RENOVAVEIS LTDA.;17.692.901/0004-37;1.062,417;997,220;1.146,344;1.021,230;1.145,948;1.070,728
21056;SEARA MATRIZ CL5;SEARA ALIMENTOS LTDA;02.914.460/0112-76;3.028,965;2.739,713;3.052,170;2.643,996;3.045,328;2.585,745
58307;PROCTER&GAMBLE CL;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;01.358.874/0001-88;6.812,698;6.176,338;7.283,341;6.871,268;6.933,889;6.236,292
5816;PETROB APE 1;PETROLEO BRASILEIRO S A PETROBRAS;33.000.167/0001-01;3.117,193;2.842,687;3.447,957;2.932,166;2.927,686;2.746,757
20354;COSAN BIOMASSA;RAIZEN BIOMASSA S.A.;12.489.586/0002-60;35,615;33,560;34,733;35,575;36,111;34,336
22352;ALPINA 2;FIACAO ALPINA LTDA;49.418.890/0001-45;4.559,767;4.492,812;5.020,377;3.194,667;3.809,796;3.614,783
22493;CCA SUDESTE;COMPANHIA DE CIMENTO CAMPEAO ALVORADA - CCA;21.109.697/0001-03;21.404,827;22.606,916;25.031,152;21.561,084;22.546,430;24.006,726
22505;IPAPEIS M;INDUSTRIA DE PAPEIS P/ EMBALAGENS IRMAOS SIQUEIRA LTDA;17.919.549/0001-87;632,368;139,952;474,719;544,374;626,281;577,392
21475;EJA;ESTALEIRO JURONG ARACRUZ LTDA.;11.200.595/0001-45;1.089,708;1.028,511;1.330,975;1.245,847;1.114,068;1.033,447
58426;GREENBRIER MAXION;GREENBRIER MAXION - EQUIPAMENTOS E SERVICOS FERROVIARIOS S.A.;21.042.930/0001-88;899,128;762,580;859,996;760,483;854,833;875,014
12514;ZAFFARI CL;COMPANHIA ZAFFARI COMERCIO E INDUSTRIA;93.015.006/0001-13;1.350,012;1.156,155;1.323,741;1.038,318;982,988;898,467
21478;PROVIDENCIA K12;COMPANHIA PROVIDENCIA INDUSTRIA E COMERCIO;76.500.180/0013-76;1.909,162;1.810,334;1.820,424;1.927,204;1.953,502;1.979,960
22595;SANTAISABEL CL2 FA;USINA SANTA ISABEL S/A;47.524.632/0001-18;271,199;265,573;321,529;522,621;1,805;0,154
22363;UNIC MT ESP;UNIC EDUCACIONAL SA;14.793.478/0001-20;77,539;108,196;194,388;171,760;183,040;109,330
22509;KLABIN PUMA CL;KLABIN S.A.;89.637.490/0001-45;149.556,425;135.247,994;145.684,815;83.371,734;152.711,538;161.629,292
58536;PILAR;PILAR DE GOIAS DESENVOLVIMENTO MINERAL LTDA;21.823.063/0001-18;2.690,385;4.432,045;3.956,958;4.222,271;4.399,716;3.233,690
58764;WEENER;WEENER BRASIL INDUSTRIA E COMERCIO DE EMBALAGENS PLASTICAS LTDA;21.735.277/0001-32;1.554,684;1.486,784;1.692,675;1.564,058;1.650,137;1.739,842
58793;YARA BRASIL EI 2;YARA BRASIL FERTILIZANTES S/A;92.660.604/0001-82;0,000;0,000;0,000;0,000;0,000;0,000
58804;SUZANO FABRICA B;SUZANO S.A.;16.404.287/0001-55;30.387,561;27.432,694;24.358,425;28.230,127;29.266,963;27.111,721
58827;BIO JATAI CL;BIOENERGIA JATAI LTDA.;18.686.104/0001-67;542,352;446,887;660,338;245,900;13,643;40,044
58344;PARKSHOPPING CAMPO GRANDE;CONDOMINIO DO PARKSHOPPING CAMPO GRANDE;20.102.243/0001-48;1.336,293;1.261,122;1.385,149;1.257,955;1.230,194;1.147,261
58845;VIDROPORTO;VIDROPORTO S.A.;48.845.556/0001-05;6.672,077;6.030,104;6.508,369;6.363,965;6.688,738;6.567,675
58918;AURORA FASGO CL;COOPERATIVA CENTRAL AURORA ALIMENTOS;83.310.441/0027-56;3.371,585;3.202,620;3.609,215;3.244,808;3.293,746;3.193,579
58445;BRITANIA ELETRO;BRITANIA ELETRODOMESTICOS SA;76.492.701/0001-57;211,151;195,425;225,429;179,040;195,395;196,631
59066;METALSIDER FUNDICAO;METALSIDER LTDA;17.635.277/0001-93;3.257,609;3.871,154;5.849,301;4.405,481;5.824,259;4.925,010
59179;F AMERICANO ABAT CL;SANTA IZABEL ALIMENTOS LTDA;03.779.994/0001-84;2.334,754;2.294,170;2.610,101;2.527,187;2.669,203;2.509,840
19475;AMBEV SA;AMBEV S.A.;07.526.557/0001-00;43.509,791;40.148,531;44.760,442;42.276,884;42.685,179;40.056,888
59090;HEINEKEN;CERVEJARIAS KAISER BRASIL LTDA;19.900.000/0001-76;4.509,207;4.195,629;4.525,830;4.096,435;4.215,146;4.108,973
59490;COPOBRAS MG;COPOBRAS S/A. INDUSTRIA E COMERCIO DE EMBALAGENS;86.445.822/0001-00;1.716,090;1.576,737;1.642,636;1.303,898;1.546,064;1.518,512
59624;SEARA MATRIZ CL2 S;SEARA ALIMENTOS LTDA;02.914.460/0112-76;2.388,251;2.057,211;2.385,760;2.020,522;2.084,104;1.985,726
20404;AMBEV SA N;AMBEV S.A.;07.526.557/0001-00;3.380,913;2.997,708;2.892,857;2.927,885;3.266,921;3.373,750
58924;ANJO;ANJO QUIMICA DO BRASIL LTDA;02.921.346/0001-58;175,945;166,034;207,305;170,834;258,146;245,562
58954;BOTTERO;CALCADOS BOTTERO LTDA;90.312.133/0001-96;347,620;403,161;468,179;363,936;416,126;400,835
59084;MARISA SP3;MARISA LOJAS S.A.;61.189.288/0001-89;154,897;142,665;144,939;104,930;100,855;84,433
59104;SANEN;SANEN ENGENHARIA LTDA EM RECUPERACAO JUDICIAL;06.249.465/0001-67;171,132;180,444;204,494;149,376;180,197;179,461
59755;ZANCHETTA RACOES;ZANCHETTA ALIMENTOS LTDA;69.258.911/0005-43;1.807,691;1.749,213;2.018,894;1.840,292;1.872,622;1.719,524
1318;MELHORAMENTOS;SOFTYS BRASIL LTDA.;44.145.845/0001-40;12.856,002;12.399,996;13.659,390;12.958,926;13.036,811;11.365,517
4623;SUDATI MDF;SUDATI PAINEIS S.A;08.803.452/0001-13;4.457,049;3.887,542;4.023,134;4.344,751;4.317,707;3.992,564
9163;ELFSM;EMPRESA LUZ E FORCA SANTA MARIA S A;27.485.069/0001-09;40.145,433;50.538,139;61.225,844;49.185,824;46.401,895;48.862,677
18676;BRF 316 CAMPOS NOVOS CL;BRF S.A.;01.838.723/0001-27;3.058,979;2.902,004;3.335,190;2.705,621;3.119,481;2.946,151
58545;JOLITEX NOVA ODESSA;TECELAGEM JOLITEX LTDA;43.237.254/0005-64;3.077,737;3.059,445;3.462,731;3.216,201;3.485,267;3.039,756
59027;LATIC TIROL;LACTICINIOS TIROL LTDA;83.011.247/0001-30;3.662,029;3.404,402;3.490,037;3.479,852;3.579,465;3.716,897
59036;LATIC TIROL EI S;LACTICINIOS TIROL LTDA;83.011.247/0001-30;225,575;218,880;142,231;10,571;7,379;524,413
59086;MARISA ES;MARISA LOJAS S.A.;61.189.288/0001-89;93,248;92,348;99,955;86,818;67,990;59,140
59124;CASSOL;CASSOL MATERIAIS DE CONSTRUCAO LTDA;75.400.218/0001-32;723,717;673,907;748,801;512,994;498,333;433,655
59521;YAMADA MATRIZ;Y YAMADA S/A COMERCIO E INDUSTRIA EM RECUPERACAO JUDICIAL;04.895.751/0001-74;74,577;66,264;74,478;71,194;76,361;77,220
59571;MUFFATO SE;IRMAOS MUFFATO S.A;76.430.438/0001-71;605,266;559,097;612,613;526,917;480,298;410,188
59667;LUME;LUME CERAMICA LTDA;04.201.168/0001-16;2.045,030;1.734,364;1.951,105;2.282,602;2.846,696;2.656,128
59673;RUMO MALHA NORTE;RUMO MALHA NORTE S.A;24.962.466/0001-36;1.394,236;1.526,348;1.636,990;1.729,363;1.569,589;1.627,856
59923;OWENS ILLINOIS RECIFE;OWENS-ILLINOIS DO BRASIL INDUSTRIA E COMERCIO LTDA;08.910.541/0001-69;5.868,262;4.929,716;5.865,771;6.037,807;6.255,140;4.220,890
59943;CITROSUCO ARARAS;CITROSUCO S/A AGROINDUSTRIA;33.010.786/0001-87;3.765,563;2.912,179;1.253,381;730,583;743,808;2.658,697
59964;CITROSUCO CATANDUVA EI;CITROSUCO S/A AGROINDUSTRIA;33.010.786/0001-87;1.691,380;1.410,296;1.539,434;1.432,244;1.233,463;2.042,730
60147;JBS AVES CL S;JBS AVES LTDA.;08.199.996/0001-18;5.950,495;5.339,302;5.912,004;4.962,298;5.122,439;4.724,527
20634;AMBEV SA CL SETE LAGOAS;AMBEV S.A.;07.526.557/0001-00;9.623,922;5.905,354;6.712,158;6.154,283;6.427,821;5.793,878
58863;NILIT;NILIT AMERICANA FIBRAS DE POLIAMIDA LTDA.;21.103.316/0001-89;2.193,680;2.393,119;2.523,166;2.232,662;2.206,226;1.858,336
58983;MULTIOPTICA;MULTI OPTICA DISTRIBUIDORA LTDA;30.260.871/0001-05;261,752;253,734;277,516;241,782;242,054;231,340
59012;TOK E STOK EI SE;ESTOK COMERCIO E REPRESENTACOES S.A.;49.732.175/0001-82;652,990;641,289;704,102;595,850;523,897;433,252
59095;BELAGRICOLA;BELAGRICOLA COMERCIO E REPRESENTACOES DE PRODUTOS AGRICOLAS S.A.;79.038.097/0001-81;183,774;269,785;1.216,093;589,808;356,486;240,366
59425;SAUDALI;FRIGORIFICO INDUSTRIAL VALE DO PIRANGA S/A;00.763.832/0001-60;2.142,659;1.898,859;2.286,685;1.986,150;2.027,973;1.889,531
59526;BELLO ABATEDOURO;BELLO ALIMENTOS LTDA;08.201.770/0001-04;3.340,511;3.228,854;3.620,728;3.229,832;3.301,904;3.052,598
59591;BENEX;BENEX BENEFICIAMENTO TEXTIL LTDA EM RECUPERACAO JUDICIAL;05.783.903/0001-00;956,470;1.033,670;1.115,476;1.008,568;1.062,636;959,702
59759;MAGNESITA MINERACAO;MAGNESITA MINERACAO S.A.;00.592.603/0001-20;8.086,704;7.762,473;7.706,607;6.920,031;7.884,731;7.698,147
59887;LPA;LATICINIOS PORTO ALEGRE INDUSTRIA E COMERCIO S/A;66.301.334/0001-03;722,023;655,866;696,912;679,237;702,231;662,620
59929;ARENA CORINTHIANS;ARENA FUNDO DE INVESTIMENTO IMOBILIARIO - FII;14.149.745/0001-21;620,599;598,060;670,488;580,158;593,406;526,593
60019;SINTO ATIBAIA;SINTO BRASIL PRODUTOS LIMITADA.;43.735.901/0003-04;3.388,567;2.730,627;3.351,124;3.029,500;3.492,852;3.228,924
60039;METAFILM;METAFILM EMBALAGENS PLASTICAS LTDA;55.834.337/0001-96;1.363,576;1.256,165;1.373,064;1.278,055;1.213,444;1.307,618
60087;TP PNEUS SANTO ANDRE;PROMETEON TYRE GROUP INDUSTRIA BRASIL LTDA.;22.301.988/0004-04;7.652,977;7.302,473;8.350,334;7.826,292;8.462,048;7.068,958
60163;SPAL;SPAL INDUSTRIA BRASILEIRA DE BEBIDAS S/A;61.186.888/0001-93;217,536;180,490;211,107;189,565;205,972;188,774
60661;VIDEOLAR-INNOVA;VIDEOLAR-INNOVA S/A;04.229.761/0011-42;4.949,013;4.393,354;4.076,346;3.980,771;4.256,280;3.745,553
60788;UTEPORTODAGUAS CL;CERRADINHO BIOENERGIA S.A.;08.322.396/0001-03;51,856;1.082,403;504,580;125,879;55,908;3,873
1370;ULTRAFERTIL;ULTRAFERTIL SA;02.476.026/0001-36;2.051,545;1.850,988;2.421,417;2.197,401;2.545,679;2.798,033
9126;HEINEKEN ITU BA NE;HNK BR INDUSTRIA DE BEBIDAS LTDA.;50.221.019/0001-36;5.824,418;5.452,876;6.045,418;3.681,536;4.867,016;4.468,128
11832;VETORIAL CL;VETORIAL SIDERURGIA S/A;03.543.379/0001-74;603,019;2.023,004;2.449,932;194,426;19,981;183,922
12115;FLORA EI S;FLORA PRODUTOS DE HIGIENE E LIMPEZA S.A;08.505.736/0001-23;279,842;294,801;317,951;286,818;276,615;267,358
59043;MARISA SP2;MARISA LOJAS S.A.;61.189.288/0001-89;107,547;105,002;112,928;88,108;79,672;65,261
59069;HIPPER FREIOS;H.F.SISTEMAS DE FREIO LTDA;09.075.317/0002-42;8.691,959;8.338,174;8.357,486;9.717,773;10.339,842;10.040,671
59107;GRANJA PINHEIROS;GRANJA PINHEIROS LTDA;87.702.528/0001-90;176,331;158,356;177,388;154,115;174,173;168,412
59204;PROPAPER;ITW FLUIDS & HYGIENE SOLUTIONS LTDA.;07.125.955/0001-14;40,321;39,564;44,715;37,673;41,034;40,353
59208;RAIZESRJ;RAIZES INDUSTRIA E COMERCIO DE EMBALAGENS E SERVICOS LTDA;36.547.966/0001-90;597,291;478,078;656,734;0,000;0,000;0,000
59437;PARANATEX;PARANATEX INDUSTRIA TEXTIL LTDA;81.672.099/0001-70;473,351;437,969;498,507;461,008;498,472;470,175
59570;MUFFATO S;IRMAOS MUFFATO S.A;76.430.438/0001-71;7.614,949;6.800,751;7.754,379;6.787,443;6.429,993;5.924,930
59765;MAKRO ATACADISTA;MAKRO ATACADISTA S.A;47.427.653/0001-15;3.386,166;3.208,211;3.529,343;2.087,653;1.364,967;766,871
59949;SR BARRETOS;S.R. EMBALAGENS PLASTICAS LTDA;50.418.557/0001-15;749,775;680,769;777,710;714,106;704,240;738,461
59956;CVPSC;CONDOMINIO VIA PARQUE SHOPPING CENTER;02.284.436/0001-85;1.138,952;1.112,507;1.203,119;1.034,734;992,034;940,302
60048;CPBS MATRIZ;COMPANHIA PORTUARIA BAIA DE SEPETIBA;72.372.998/0001-66;866,777;1.240,682;849,054;1.474,427;2.168,188;1.892,132
60088;UNIPEL BJP;UNIPEL INDUSTRIA E COMERCIO LTDA;43.123.272/0002-72;813,294;710,381;868,475;633,299;828,739;672,733
60192;SCANIA;SCANIA LATIN AMERICA LTDA;59.104.901/0001-76;4.038,015;6.202,654;7.339,814;5.837,279;5.681,049;5.898,155
60436;C CE DELTA SUPERMERCADO;SUPERMERCADO DELTA MAX LTDA;00.286.528/0001-79;1.525,194;1.411,075;1.558,915;1.365,295;1.302,586;1.190,947
60789;FACCHINI;FACCHINI S/A;03.509.978/0001-71;345,962;293,979;361,851;294,348;310,909;293,441
61170;SIL FIOS E CABOS CL;ELETRICA DANUBIO INDUSTRIA E COMERCIO DE MATERIAIS ELETRICOS LTDA.;61.310.256/0001-90;1.275,951;1.187,854;1.263,638;1.282,446;1.199,569;1.151,125
1709;PROCTER DO BRASIL;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;5.576,861;4.565,617;5.769,550;5.514,307;5.595,528;5.446,753
19634;AMBEV SA EI;AMBEV S.A.;07.526.557/0001-00;343,706;369,394;468,518;411,712;556,467;532,359
20403;AMBEV SA S;AMBEV S.A.;07.526.557/0001-00;10.667,618;9.546,149;10.800,910;9.465,629;9.665,968;8.812,031
58989;TOK E STOK EI S;ESTOK COMERCIO E REPRESENTACOES S.A.;49.732.175/0001-82;304,662;276,959;324,422;231,016;193,189;162,194
59133;HOSPITAL BALBINO;HOSPITAL DR. BALBINO LTDA.;42.297.507/0001-07;212,021;213,055;230,102;180,792;166,269;148,412
59587;ADM BRASIL;ADM DO BRASIL LTDA;02.003.402/0046-77;1.624,732;843,338;2.244,427;2.129,647;2.340,145;2.168,595
59876;SHOP MAIA;CONDOMINIO CIVIL VOLUNTARIO DO '' PARQUE SHOPPING MAIA'';17.825.521/0001-80;1.193,258;1.119,565;1.219,332;1.055,089;1.033,280;932,518
59968;SHOPPING RECIFE;CONDOMINIO DO SHOPPING CENTER RECIFE;08.961.229/0001-02;3.381,522;2.991,113;3.357,690;3.178,746;3.252,452;3.005,931
60054;ALPARGATAS;ALPARGATAS S.A.;61.079.117/0001-05;1.065,643;929,058;1.164,987;596,675;461,078;857,864
60058;UVA;ANTARES EDUCACIONAL S.A.;34.185.306/0001-81;48,795;21,826;40,967;28,542;26,578;25,418
60161;COND FOODTOWN;CONDOMINIO OPERACIONAL FOODTOWN OSASCO;02.633.258/0001-50;1.319,982;1.196,549;1.289,529;1.088,546;1.057,185;1.001,608
60194;SUPERLUNA;SUPERMERCADO SUPER LUNA S.A;71.385.637/0001-91;1.711,197;1.606,081;1.801,072;1.647,724;1.612,050;1.496,765
60368;TP PNEUS GRAVATAI;PROMETEON TYRE GROUP INDUSTRIA BRASIL LTDA.;22.301.988/0005-95;7.702,370;4.259,549;7.359,433;6.586,048;5.055,569;5.479,775
60423;SHOP FREICANECA;FREI CANECA COMERCIAL LTDA;04.346.338/0001-50;449,173;430,656;486,852;434,896;447,606;431,364
60500;ENDUTEX BRASIL;ENDUTEX BRASIL LTDA.;00.849.898/0001-77;356,471;369,072;381,785;290,710;319,590;320,267
60537;FDC;FUNDACAO DOM CABRAL;19.268.267/0001-92;61,199;93,061;129,141;80,820;90,115;82,720
60606;ABAV;ABAV-ABATEDOURO ATILIO VIVACQUA LTDA;02.838.996/0001-34;965,165;883,503;973,161;810,612;925,411;834,632
60629;COFRIL;FRIGORIFICO COFRIL LTDA;28.485.498/0001-49;184,350;186,486;199,945;170,231;198,821;185,697
60706;RUY ROCHA;RUY R DA ROCHA PRODUTOS CERAMICOS LTDA;57.107.609/0003-43;3.639,642;3.614,661;4.155,960;4.040,080;4.259,838;4.069,723
60726;CVG;C.V.G.CIA VOLTA GRANDE DE PAPEL;85.906.329/0003-30;2.494,122;1.690,849;2.331,418;2.407,232;2.092,701;2.359,817
60735;EMATEX;EMATEX INDUSTRIAL E COMERCIAL TEXTIL LTDA.;07.590.753/0001-43;316,313;298,803;336,716;304,875;324,918;334,786
60739;GREAT FOOD;GREAT FOOD PRODUTOS ALIMENTICIOS LTDA;71.815.229/0001-22;226,145;194,590;229,005;193,421;197,313;187,002
60794;ALMAVIVA NE;ALMAVIVA DO BRASIL S.A.;08.174.089/0001-14;383,917;342,939;376,833;360,769;1.079,607;1.029,064
61060;JBS COUROS CL N;JBS S/A;02.916.265/0001-60;2.131,112;1.936,239;2.141,018;1.926,430;2.166,604;2.099,575
61065;HOSPITAL BASE;FUNDACAO FACULDADE REGIONAL DE MEDICINA S J RIO PRETO;60.003.761/0001-29;133,687;118,116;142,330;116,631;108,759;86,320
61388;VCSA ARACARIGUAMA;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;378,405;367,986;383,747;336,539;407,168;356,678
61389;VCSA BARUERI;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;136,225;125,215;139,140;134,707;129,702;125,164
61390;VCSA ITAPEVA;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;312,358;258,368;368,354;341,208;342,302;368,647
61391;VCSA LAVRINHAS;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;842,650;744,776;931,918;954,022;1.091,689;1.043,607
61661;VCSA CAJAMAR;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;326,124;320,786;365,224;347,086;381,142;355,877
61690;VCSA CANTAGALO;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;8.349,147;7.499,194;9.668,585;9.193,763;9.923,654;8.998,015
61692;VCSA RIO BRANCO;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;42.488,573;36.587,154;46.269,563;42.665,284;43.618,374;39.011,541
61693;VCSA ITAJAI;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;623,796;686,490;776,715;560,423;746,322;716,274
61695;VCSA NOBRES;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;6.682,222;7.554,127;7.364,685;8.539,794;6.848,483;10.411,354
61696;VCSA ITAU DE MINAS;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;6.522,953;10.203,485;10.490,096;12.787,139;16.840,445;16.206,768
61697;VCSA IMBITUBA;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;3.306,120;3.167,944;3.422,872;3.273,663;3.700,621;3.346,402
61698;VCSA VIDAL RAMOS;VOTORANTIM CIMENTOS S.A.;01.637.895/0001-32;6.528,465;6.849,559;5.130,887;7.421,443;8.074,140;7.675,653
